welcome.started,welcome.stopped,ID-Nummer,Alter,Geschlecht (optional),date,expName,psychopyVersion,OS,frameRate,load_guess_conditions.started,load_guess_conditions.stopped,guess_conditions.thisRepN,guess_conditions.thisTrialN,guess_conditions.thisN,guess_conditions.thisIndex,guess_conditions.ran,guess_trial,randomizer,instructions1.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration,instructions2.started,instructions2.stopped,instruction2_key.keys,instruction2_key.rt,instruction2_key.duration,instructions3.started,instructions3.stopped,instruction3_key.keys,instruction3_key.rt,instruction3_key.duration,instructions4.started,instructions4.stopped,instruction4_key.keys,instruction4_key.rt,instruction4_key.duration,instructions5.started,instructions5.stopped,instruction5_key.keys,instruction5_key.rt,instruction5_key.duration,iti_learning_practice.started,iti_learning_practice.stopped,guess.started,guess.stopped,end_guess.keys,guess_response.started,guess_response.stopped,guess_reached.keys,feedback_guess.started,feedback_guess.stopped,trial_type,encode.started,encode.stopped,end_encoding.keys,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,cue,target,practice_trials.order
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,3.0613,3.0613,0,74,74,73,1,Guess,0.744245902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,3.0614,3.0614,0,75,75,72,1,Read,0.369020382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,3.0614,3.0614,0,76,76,63,1,Guess,0.499110597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,3.0615,3.0615,0,77,77,3,1,Guess,0.094733302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,,,,,,,,,,3.0616,3.0834,space,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,3.0836,4.5013,space,1.3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,4.5015,5.3508,space,0.8244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,5.3511,6.1684,space,0.7906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1686,6.9511,space,0.7522,,,,,,,,,,,,,,,,,,,,,,,
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9628,8.9511,8.9525,8.9558,,8.9561,8.9592,,8.9594,8.9602,Read,8.9605,11.9513,,0,0,0,2,1,Hund,Pfote,
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9518,13.9505,13.9518,16.9516,,16.9525,18.9511,,18.9512,20.9513,Guess,20.9529,23.95,,0,1,1,3,1,Park,Baum,
,,317810,25,männlich,2025-01-06_17h03.11.176,guess,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9503,25.9395,25.9404,,,,,,,,,,,,0,2,2,0,1,Wand,Fenster,3
