welcome.started,welcome.stopped,ID-Nummer,Alter,Geschlecht (optional),date,expName,psychopyVersion,OS,frameRate,participant,load_guess_conditions.started,load_guess_conditions.stopped,guess_conditions.thisRepN,guess_conditions.thisTrialN,guess_conditions.thisN,guess_conditions.thisIndex,guess_conditions.ran,guess_trial,randomizer,instructions1.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration,instructions2.started,instructions2.stopped,instruction2_key.keys,instruction2_key.rt,instruction2_key.duration,instructions3.started,instructions3.stopped,instruction3_key.keys,instruction3_key.rt,instruction3_key.duration,instructions4.started,instructions4.stopped,instruction4_key.keys,instruction4_key.rt,instruction4_key.duration,instructions5.started,instructions5.stopped,instruction5_key.keys,instruction5_key.rt,instruction5_key.duration,iti_learning_practice.started,iti_learning_practice.stopped,guess.started,guess.stopped,end_guess.keys,guess_response.started,guess_response.stopped,guess_reached.keys,feedback_guess.started,feedback_guess.stopped,trial_type,encode.started,encode.stopped,end_encoding.keys,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,cue,target,guess_reached.rt,guess_reached.duration,start_task.started,start_task.stopped,start_key.keys,start_key.rt,start_key.duration,iti_learning.started,iti_learning.stopped,task_break.started,task_break.stopped,task_break_resp.keys,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,learning_trials.ran,task_break_resp.rt,task_break_resp.duration,end_part1.started,end_part1.stopped,end_part1_key.keys,end_part1_key.rt,end_part1_key.duration,instructions_recall1.started,instructions_recall1.stopped,recall_instructions1_key.keys,recall_instructions1_key.rt,recall_instructions1_key.duration,instructions_recall2.started,instructions_recall2.stopped,recall_instructions1_key_2.keys,recall_instructions1_key_2.rt,recall_instructions1_key_2.duration,iti.started,iti.stopped,cued_recall.started,cued_recall.stopped,end_cued_recall.keys,recall_response.started,recall_response.stopped,recall_reached.keys,recall_reached.rt,recall_reached.duration,recall_select.started,recall_select.stopped,recall_selection.keys,recall_feedback.started,recall_feedback.stopped,end_feedback.keys,test_practice_trials.thisRepN,test_practice_trials.thisTrialN,test_practice_trials.thisN,test_practice_trials.thisIndex,test_practice_trials.ran,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,end_part2.started,end_part2.stopped,end_part2_key.keys,end_part2_key.rt,end_part2_key.duration,instructions_semantic_mapping1.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,sm_trial_type,item.started,item.stopped,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,mapping_break.started,mapping_break.stopped,break_resp.keys,semantic_mapping.thisRepN,semantic_mapping.thisTrialN,semantic_mapping.thisN,semantic_mapping.thisIndex,semantic_mapping.ran,list_item,kind,break_resp.rt,break_resp.duration,thanks.started,thanks.stopped
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.577,81.442,space,2.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.443,88.441,,88.442,90.441,h,,,Guess,90.443,93.441,,,,,,,Mappe,Buch,1.003,,,,,,,81.455,85.442,93.442,93.445,,0,0,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.442,100.441,,100.442,102.441,g,,,Guess,102.443,105.441,,,,,,,Statue,Monument,0.646,,,,,,,93.446,97.441,105.441,105.442,,0,1,1,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.442,112.441,,112.442,114.441,,,,Guess,114.443,117.441,,,,,,,Beweis,Gericht,,,,,,,,105.442,109.441,117.441,117.441,,0,2,2,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.442,121.444,,121.444,121.445,,,,Read,121.445,124.441,,,,,,,Publikum,Applaus,,,,,,,,117.442,121.441,124.441,124.441,,0,3,3,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.442,128.444,,128.444,128.445,,,,Read,128.446,131.441,,,,,,,Wein,Abendessen,,,,,,,,124.442,128.441,131.441,131.441,,0,4,4,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.442,138.44,,138.442,140.441,h,,,Guess,140.442,143.441,,,,,,,Streifen,Shirt,1.015,,,,,,,131.442,135.441,143.441,143.441,,0,5,5,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.442,150.441,,150.443,152.441,h,,,Guess,152.442,155.441,,,,,,,Schnorchel,Flossen,0.884,,,,,,,143.442,147.441,155.441,155.441,,0,6,6,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.442,162.441,,162.442,164.441,h,,,Guess,164.442,167.441,,,,,,,Juwel,Gold,0.815,,,,,,,155.442,159.441,167.441,167.441,,0,7,7,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.442,171.443,,171.444,171.444,,,,Read,171.445,174.441,,,,,,,Leistung,Ehre,,,,,,,,167.442,171.441,174.441,174.441,,0,8,8,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.441,178.443,,178.444,178.444,,,,Read,178.445,181.441,,,,,,,Kante,Messer,,,,,,,,174.442,178.44,181.441,181.441,,0,9,9,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.441,185.443,,185.444,185.444,,,,Read,185.445,188.441,,,,,,,Golf,Loch,,,,,,,,181.441,185.441,188.441,188.441,,0,10,10,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.441,195.441,,195.442,197.441,g,,,Guess,197.443,200.441,,,,,,,Klebstoff,Papier,1.116,,,,,,,188.442,192.44,200.441,200.441,,0,11,11,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.442,207.44,,207.442,209.441,g,,,Guess,209.442,212.441,,,,,,,Experiment,Versuch,1.146,,,,,,,200.442,204.441,212.441,212.441,,0,12,12,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.441,216.443,,216.444,216.445,,,,Read,216.445,219.44,,,,,,,Vogel,Feder,,,,,,,,212.442,216.44,219.441,219.441,,0,13,13,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.442,226.44,,226.442,228.44,g,,,Guess,228.442,231.44,,,,,,,Helm,Kopf,1.846,,,,,,,219.441,223.44,231.44,231.441,,0,14,14,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.441,235.443,,235.443,235.444,,,,Read,235.444,238.44,,,,,,,Kino,Theater,,,,,,,,231.442,235.44,238.44,238.44,,0,15,15,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.441,242.443,,242.444,242.444,,,,Read,242.445,245.44,,,,,,,Diskussion,Vorlesung,,,,,,,,238.441,242.44,245.44,245.441,,0,16,16,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.441,249.443,,249.443,249.444,,,,Read,249.444,252.44,,,,,,,Traube,Rosine,,,,,,,,245.441,249.44,252.44,252.441,,0,17,17,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.441,256.442,,256.443,256.443,,,,Read,256.443,259.44,,,,,,,Tee,Blätter,,,,,,,,252.441,256.44,259.44,259.441,,0,18,18,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.441,266.44,,266.441,268.44,h,,,Guess,268.441,271.44,,,,,,,Garage,Haus,1.769,,,,,,,259.441,263.44,271.44,271.44,,0,19,19,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.441,275.443,,275.443,275.444,,,,Read,275.445,278.44,,,,,,,Teleskop,Mikroskop,,,,,,,,271.441,275.44,278.44,278.44,,0,20,20,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.441,285.44,,285.441,287.44,g,,,Guess,287.442,290.44,,,,,,,Vergangenheit,Erinnerungen,1.503,,,,,,,278.441,282.44,290.44,290.44,,0,21,21,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.441,297.44,,297.441,299.439,g,,,Guess,299.441,302.439,,,,,,,Decke,Kissen,1.134,,,,,,,290.44,294.44,302.439,302.439,,0,22,22,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.44,306.442,,306.442,306.443,,,,Read,306.443,309.44,,,,,,,Kind,Junge,,,,,,,,302.44,306.439,309.44,309.44,,0,23,23,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.441,316.439,,316.44,318.44,g,,,Guess,318.441,321.44,,,,,,,Sitzgurt,Gesetz,1.144,,,,,,,309.44,313.44,321.44,321.44,,0,24,24,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.441,328.44,,328.441,330.44,h,,,Guess,330.441,333.44,,,,,,,Tänzer,Musik,1.05,,,,,,,321.441,325.44,333.44,333.44,,0,25,25,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.441,337.443,,337.443,337.444,,,,Read,337.444,340.44,,,,,,,Kamin,Ziegel,,,,,,,,333.441,337.439,340.44,340.44,,0,26,26,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.441,347.44,,347.441,349.44,g,,,Guess,349.441,352.439,,,,,,,Soldat,Kämpfer,1.096,,,,,,,340.44,344.439,352.44,352.44,,0,27,27,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.44,356.442,,356.442,356.443,,,,Read,356.443,359.439,,,,,,,Definition,Begriff,,,,,,,,352.441,356.439,359.44,359.44,,0,28,28,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.441,363.442,,363.442,363.443,,,,Read,363.443,366.439,,,,,,,Tradition,Weihnachten,,,,,,,,359.44,363.439,366.44,366.44,,0,29,29,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.44,373.439,,373.44,375.439,g,,,Guess,375.441,378.439,,,,,,,Scheidung,Anwalt,1.133,,,,,,,366.441,370.439,378.439,378.44,,0,30,30,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.441,385.439,,385.441,387.439,g,,,Guess,387.441,390.439,,,,,,,Bar,Alkohol,1.09,,,,,,,378.44,382.439,390.439,390.439,,0,31,31,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.44,394.442,,394.442,394.443,,,,Read,394.443,397.439,,,,,,,Schuh,Stiefel,,,,,,,,390.441,394.439,397.439,397.44,,0,32,32,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.441,404.439,,404.44,406.439,,,,Guess,406.441,409.439,,,,,,,Geburtstag,Kerze,,,,,,,,397.44,401.439,409.439,409.44,,0,33,33,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.44,416.439,,416.44,418.439,g,,,Guess,418.441,421.439,,,,,,,Zimt,Rolle,1.145,,,,,,,409.44,413.439,421.439,421.439,,0,34,34,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.44,425.441,,425.442,425.442,,,,Read,425.443,428.439,,,,,,,Gast,Zimmer,,,,,,,,421.44,425.439,428.439,428.439,,0,35,35,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.44,432.441,,432.442,432.442,,,,Read,432.443,435.439,,,,,,,Flotte,Boot,,,,,,,,428.44,432.439,435.439,435.439,,0,36,36,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.44,439.442,,439.442,439.443,,,,Read,439.443,442.439,,,,,,,Anführer,Boss,,,,,,,,435.44,439.439,442.439,442.439,,0,37,37,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.44,446.441,,446.441,446.442,,,,Read,446.442,449.439,,,,,,,Pumpe,Reifen,,,,,,,,442.439,446.439,449.439,449.439,,0,38,38,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.44,456.439,,456.44,458.439,f,,,,458.44,461.439,,,,,,,Schlüssel,Ring,1.35,,,,,,,449.439,453.439,461.439,462.805,space,0,39,39,40,1,1.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.807,469.805,,469.806,471.805,g,,,,471.807,474.805,,,,,,,Insel,Meer,1.184,,,,,,,462.805,466.805,474.805,474.805,,0,40,40,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.807,481.805,,481.806,483.805,h,,,,483.808,486.804,,,,,,,Häftling,Verurteilter,0.901,,,,,,,474.807,478.805,486.805,486.805,,0,41,41,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.806,493.805,,493.806,495.804,g,,,,495.806,498.805,,,,,,,Floh,Käfer,0.618,,,,,,,486.806,490.805,498.805,498.805,,0,42,42,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.806,505.805,,505.806,507.805,g,,,,507.806,510.805,,,,,,,Blumen,Bouquet,1.065,,,,,,,498.806,502.805,510.805,510.805,,0,43,43,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.806,517.805,,517.806,519.804,,,,,519.805,522.804,,,,,,,Zunge,Backe,,,,,,,,510.806,514.805,522.804,522.804,,0,44,44,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.806,529.805,,529.806,531.805,,,,,531.806,534.805,,,,,,,Brise,Luft,,,,,,,,522.805,526.805,534.805,534.805,,0,45,45,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.805,541.805,,541.805,543.805,h,,,,543.806,546.804,,,,,,,Winkel,Kurve,0.701,,,,,,,534.806,538.804,546.804,546.804,,0,46,46,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,879824,19,weiblich,2024-12-14_14h43.31.881,guess,2024.2.4,MacIntel,58.82352941,4148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.805,553.804,,553.805,555.804,,,,,555.806,558.805,,,,,,,Gegenstand,Artikel,,,,,,,,546.805,550.804,558.805,558.805,,0,47,47,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
