welcome.started,welcome.stopped,ID-Nummer,Alter,Geschlecht (optional),date,expName,psychopyVersion,OS,frameRate,participant,load_guess_conditions.started,load_guess_conditions.stopped,guess_conditions.thisRepN,guess_conditions.thisTrialN,guess_conditions.thisN,guess_conditions.thisIndex,guess_conditions.ran,guess_trial,randomizer,instructions1.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration,instructions2.started,instructions2.stopped,instruction2_key.keys,instruction2_key.rt,instruction2_key.duration,instructions3.started,instructions3.stopped,instruction3_key.keys,instruction3_key.rt,instruction3_key.duration,instructions4.started,instructions4.stopped,instruction4_key.keys,instruction4_key.rt,instruction4_key.duration,instructions5.started,instructions5.stopped,instruction5_key.keys,instruction5_key.rt,instruction5_key.duration,iti_learning_practice.started,iti_learning_practice.stopped,guess.started,guess.stopped,end_guess.keys,guess_response.started,guess_response.stopped,guess_reached.keys,feedback_guess.started,feedback_guess.stopped,trial_type,encode.started,encode.stopped,end_encoding.keys,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,cue,target
0,2.991,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.016,3.016,0,0,0,34,1,Read,0.112797892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.016,3.016,0,1,1,10,1,Read,0.613164444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.016,3.016,0,2,2,11,1,Guess,0.805573122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.016,3.016,0,3,3,21,1,Guess,0.38751911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.016,3.016,0,4,4,3,1,Guess,0.256354522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.017,3.017,0,5,5,37,1,Guess,0.585062366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.017,3.017,0,6,6,12,1,Read,0.24480295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.017,3.017,0,7,7,33,1,Guess,0.893806662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.017,3.017,0,8,8,1,1,Guess,0.952162206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.018,3.018,0,9,9,30,1,Read,0.191181817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.018,3.018,0,10,10,16,1,Read,0.812207018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
