welcome.started,welcome.stopped,ID-Nummer,Alter,Geschlecht (optional),date,expName,psychopyVersion,OS,frameRate,participant,load_guess_conditions.started,load_guess_conditions.stopped,guess_conditions.thisRepN,guess_conditions.thisTrialN,guess_conditions.thisN,guess_conditions.thisIndex,guess_conditions.ran,guess_trial,randomizer,instructions1.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration,instructions2.started,instructions2.stopped,instruction2_key.keys,instruction2_key.rt,instruction2_key.duration,instructions3.started,instructions3.stopped,instruction3_key.keys,instruction3_key.rt,instruction3_key.duration,instructions4.started,instructions4.stopped,instruction4_key.keys,instruction4_key.rt,instruction4_key.duration,instructions5.started,instructions5.stopped,instruction5_key.keys,instruction5_key.rt,instruction5_key.duration,iti_learning_practice.started,iti_learning_practice.stopped,guess.started,guess.stopped,end_guess.keys,guess_response.started,guess_response.stopped,guess_reached.keys,feedback_guess.started,feedback_guess.stopped,trial_type,encode.started,encode.stopped,end_encoding.keys,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,cue,target
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.018,3.018,0,11,11,38,1,Read,0.815852513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.018,3.018,0,12,12,15,1,Guess,0.075947494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.018,3.018,0,13,13,31,1,Guess,0.092580742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.018,3.018,0,14,14,23,1,Guess,0.781440522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.018,3.018,0,15,15,9,1,Guess,0.481509697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.018,3.018,0,16,16,2,1,Read,0.02347598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.019,3.019,0,17,17,24,1,Read,0.036047544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.019,3.019,0,18,18,28,1,Read,0.516277429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.019,3.019,0,19,19,20,1,Read,0.85362492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.019,3.019,0,20,20,25,1,Guess,0.077972835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.019,3.019,0,21,21,18,1,Read,0.67780954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.019,3.019,0,22,22,27,1,Guess,0.681161334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.019,3.019,0,23,23,32,1,Read,0.436678806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.02,3.02,0,24,24,36,1,Read,0.314840019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.02,3.02,0,25,25,8,1,Read,0.196287165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.02,3.02,0,26,26,4,1,Read,0.640402041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.02,3.02,0,27,27,22,1,Read,0.483519141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.02,3.02,0,28,28,13,1,Guess,0.54823733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.021,3.021,0,29,29,19,1,Guess,0.096595818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.021,3.021,0,30,30,14,1,Read,0.118489356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.021,3.021,0,31,31,7,1,Guess,0.644792097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.021,3.021,0,32,32,6,1,Read,0.777201569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.021,3.021,0,33,33,0,1,Read,0.51513309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.022,3.022,0,34,34,17,1,Guess,0.104437097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.022,3.022,0,35,35,35,1,Guess,0.257554014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.022,3.022,0,36,36,29,1,Guess,0.671992113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.022,3.022,0,37,37,5,1,Guess,0.01873447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,3.022,3.022,0,38,38,26,1,Read,0.055311196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,,,,,,,,,,3.022,19.467,space,16.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,,,,,,,,,,,,,,,19.467,25.081,space,5.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,,,,,,,,,,,,,,,,,,,,25.082,30.748,space,5.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,,,,,,,,,,,,,,,,,,,,,,,,,30.748,37.912,space,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.912,45.275,space,7.285,,,,,,,,,,,,,,,,,,,,,,
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.294,47.27,47.27,47.278,,47.278,47.28,,47.281,47.281,Read,47.281,50.278,,0,0,0,3,1,Park,Baum
,,944716,20,,2024-12-12_17h52.24.458,guess,2024.2.4,Win32,60.16847172,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.279,52.272,52.274,55.265,,55.266,57.26,,57.261,59.254,Guess,59.258,62.246,,0,1,1,0,1,Wand,Fenster
